job_id,title,company,company_type,location,work_mode,date_posted,salary_listed,salary_k,description,skills_raw,skill_count
JOB03026,IT Consultant,Deloitte,consulting,"Mountain View, CA",On-site,2025-09-19,,95,"As a IT Consultant at Deloitte, you will analyze large datasets using Python and Machine Learning. You'll build dashboards in AWS and work closely with cross-functional teams. Must be comfortable with Google Cloud, R, and have experience in Prompt Engineering. A background in SQL or similar analytical tools is beneficial.",Python|Machine Learning|AWS|Google Cloud|R|Agile / Scrum|Data Visualization|Communication,8
JOB03753,Business Intelligence Analyst,Salesforce,tech,"San Jose, CA",Hybrid,2025-09-19,,88,"Join Salesforce's data team as a Business Intelligence Analyst. You will use Python, Power BI, and Excel to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with Prompt Engineering. Bonus: experience with AI Governance and Snowflake.",Python|Power BI|Excel|Machine Learning|Prompt Engineering|Agile / Scrum|Data Visualization|ETL / Data Pipeline|Statistics|Communication,10
JOB03684,AI/ML Analyst,Cisco,tech,"San Francisco, CA",Hybrid,2025-09-19,$118K,118,"As a AI/ML Analyst at Cisco, you will analyze large datasets using Python and Tableau. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with R, Agile / Scrum, and have experience in dbt. A background in SQL or similar analytical tools is beneficial.",Python|Tableau|Power BI|R|Agile / Scrum|Communication,6
JOB02018,IT Consultant,Workday,tech,"Santa Clara, CA",On-site,2025-09-20,$96K,96,"As a IT Consultant at Workday, you will analyze large datasets using Python and Google Cloud. You'll build dashboards in Agile / Scrum and work closely with cross-functional teams. Must be comfortable with Statistics, ETL / Data Pipeline, and have experience in Python. A background in Statistics or similar analytical tools is beneficial.",Python|Google Cloud|Agile / Scrum|Statistics,4
JOB00813,IT Consultant,Deloitte,consulting,Remote (Bay Area),On-site,2025-09-20,$93K,93,"Join Deloitte's data team as a IT Consultant. You will use Python, Tableau, and Google Cloud to extract insights from complex datasets. This role requires strong Snowflake skills and familiarity with R. Bonus: experience with dbt and Power BI.",Python|Tableau|Google Cloud|Snowflake|R|Agile / Scrum|Data Visualization|ETL / Data Pipeline|Statistics|Communication,10
JOB03808,Machine Learning Engineer,PwC,consulting,"Sunnyvale, CA",Hybrid,2025-09-20,$120K,120,"As a Machine Learning Engineer at PwC, you will analyze large datasets using Python and SQL. You'll build dashboards in Power BI and work closely with cross-functional teams. Must be comfortable with R, Salesforce CRM, and have experience in Business Analysis. A background in Data Visualization or similar analytical tools is beneficial.",Python|SQL|Power BI|R|Salesforce CRM|Data Visualization|Communication,7
JOB00568,IT Consultant,KPMG,consulting,"Oakland, CA",Hybrid,2025-09-20,$78K,78,"As a IT Consultant at KPMG, you will analyze large datasets using Python and SQL. You'll build dashboards in Excel and work closely with cross-functional teams. Must be comfortable with AWS, Data Visualization, and have experience in Statistics. A background in Salesforce CRM or similar analytical tools is beneficial.",Python|SQL|Excel|AWS,4
JOB00535,Business Intelligence Analyst,Workday,tech,"Palo Alto, CA",Hybrid,2025-09-20,$92K,92,"Join Workday's data team as a Business Intelligence Analyst. You will use Python, SQL, and Google Cloud to extract insights from complex datasets. This role requires strong Snowflake skills and familiarity with R. Bonus: experience with dbt and Agile / Scrum.",Python|SQL|Google Cloud|Snowflake|R|Business Analysis|ETL / Data Pipeline|Statistics|Communication,9
JOB00633,IT Consultant,Adobe,tech,"Santa Clara, CA",Hybrid,2025-09-20,$87K,87,"Join Adobe's data team as a IT Consultant. You will use Python, Tableau, and Power BI to extract insights from complex datasets. This role requires strong Google Cloud skills and familiarity with Spark / PySpark. Bonus: experience with Business Analysis and RAG / Vector DBs.",Python|Tableau|Power BI|Google Cloud|Spark / PySpark|Agile / Scrum|Data Visualization|ETL / Data Pipeline|Statistics|Communication,10
JOB03342,IT Consultant,Accenture,consulting,"Redwood City, CA",On-site,2025-09-20,,92,"Join Accenture's data team as a IT Consultant. You will use Python, Tableau, and Excel to extract insights from complex datasets. This role requires strong Machine Learning skills and familiarity with R. Bonus: experience with Prompt Engineering and AWS.",Python|Tableau|Excel|Machine Learning|R|Agile / Scrum|Business Analysis|Data Visualization|ETL / Data Pipeline|Communication,10
JOB03363,Data Scientist,Palo Alto Networks,tech,"Mountain View, CA",Hybrid,2025-09-20,$102K,102,"Join Palo Alto Networks's data team as a Data Scientist. You will use Python, Tableau, and Power BI to extract insights from complex datasets. This role requires strong Excel skills and familiarity with Google Cloud. Bonus: experience with RAG / Vector DBs and AWS.",Python|Tableau|Power BI|Excel|Google Cloud|Spark / PySpark|Agile / Scrum|Business Analysis|ETL / Data Pipeline|Communication,10
JOB00191,Data Scientist,Google,tech,"Fremont, CA",Hybrid,2025-09-20,,115,"As a Data Scientist at Google, you will analyze large datasets using Python and SQL. You'll build dashboards in Tableau and work closely with cross-functional teams. Must be comfortable with Agile / Scrum, RAG / Vector DBs, and have experience in ETL / Data Pipeline. A background in Business Analysis or similar analytical tools is beneficial.",Python|SQL|Tableau|Agile / Scrum,4
JOB00089,Data Analyst,PwC,consulting,"Santa Clara, CA",Remote,2025-09-20,$86K,86,"We are seeking a Data Analyst to join our Digital Transformation team in Santa Clara, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of Business Analysis and modern Statistics tools preferred. Familiarity with Business Analysis and ability to communicate complex data clearly is essential.",Python|SQL|Power BI|Excel|Business Analysis|Data Visualization|ETL / Data Pipeline|Statistics,8
JOB03805,Business Analyst,Salesforce,tech,"San Francisco, CA",Hybrid,2025-09-20,,89,"We are seeking a Business Analyst to join our Strategy team in San Francisco, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of Google Cloud and modern Excel tools preferred. Familiarity with Prompt Engineering and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Excel|Google Cloud|Business Analysis|Statistics,7
JOB03104,Data Analyst,Meta,tech,"San Jose, CA",Hybrid,2025-09-20,$118K,118,"We are seeking a Data Analyst to join our Operations team in San Jose, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Power BI pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Azure is a strong plus. Knowledge of Agile / Scrum and modern ETL / Data Pipeline tools preferred. Familiarity with Tableau and ability to communicate complex data clearly is essential.",Python|SQL|Power BI|Azure|Agile / Scrum|Data Visualization|ETL / Data Pipeline|Communication,8
JOB01540,Business Analyst,Salesforce,tech,"Redwood City, CA",Hybrid,2025-09-20,$84K,84,"Join Salesforce's data team as a Business Analyst. You will use SQL, AWS, and Google Cloud to extract insights from complex datasets. This role requires strong R skills and familiarity with Business Analysis. Bonus: experience with R and RAG / Vector DBs.",SQL|AWS|Google Cloud|R|Business Analysis|Data Visualization|ETL / Data Pipeline|Statistics|Communication,9
JOB01072,Business Intelligence Analyst,Cisco,tech,"Palo Alto, CA",On-site,2025-09-20,$90K,90,"We are seeking a Business Intelligence Analyst to join our Analytics team in Palo Alto, CA. The ideal candidate will leverage Python and Tableau to deliver actionable insights. Responsibilities include designing Machine Learning pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Snowflake is a strong plus. Knowledge of Agile / Scrum and modern Business Analysis tools preferred. Familiarity with SQL and ability to communicate complex data clearly is essential.",Python|Tableau|Machine Learning|Snowflake|Agile / Scrum|Salesforce CRM|ETL / Data Pipeline|Statistics|Communication,9
JOB02086,Business Intelligence Analyst,Workday,tech,"San Francisco, CA",Hybrid,2025-09-20,$90K,90,"We are seeking a Business Intelligence Analyst to join our Operations team in San Francisco, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Tableau pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Excel is a strong plus. Knowledge of AWS and modern Machine Learning tools preferred. Familiarity with Communication and ability to communicate complex data clearly is essential.",Python|SQL|Tableau|Excel|AWS|Azure|Google Cloud|Snowflake|Salesforce CRM|Business Analysis|Data Visualization|Communication,12
JOB00803,Business Intelligence Analyst,Salesforce,tech,"Sunnyvale, CA",Remote,2025-09-20,$74K,74,"As a Business Intelligence Analyst at Salesforce, you will analyze large datasets using Python and SQL. You'll build dashboards in Spark / PySpark and work closely with cross-functional teams. Must be comfortable with Agile / Scrum, Salesforce CRM, and have experience in Prompt Engineering. A background in Business Analysis or similar analytical tools is beneficial.",Python|SQL|Spark / PySpark|Agile / Scrum|Salesforce CRM|Business Analysis|ETL / Data Pipeline|Communication,8
JOB01446,Data Analyst,Salesforce,tech,"Redwood City, CA",Hybrid,2025-09-20,,87,"Join Salesforce's data team as a Data Analyst. You will use SQL, Tableau, and Power BI to extract insights from complex datasets. This role requires strong AWS skills and familiarity with Snowflake. Bonus: experience with Spark / PySpark and dbt.",SQL|Tableau|Power BI|AWS|Snowflake|Business Analysis|Data Visualization|Communication,8
JOB02489,Data Analyst,Levi Strauss,retail,"Sunnyvale, CA",Hybrid,2025-09-20,,89,"We are seeking a Data Analyst to join our Technology team in Sunnyvale, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Excel pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with AWS is a strong plus. Knowledge of Agile / Scrum and modern AWS tools preferred. Familiarity with Agile / Scrum and ability to communicate complex data clearly is essential.",Python|SQL|Excel|AWS|Agile / Scrum,5
JOB01886,Data Scientist,Cisco,tech,"Mountain View, CA",Remote,2025-09-20,,116,"We are seeking a Data Scientist to join our Operations team in Mountain View, CA. The ideal candidate will leverage Python and SQL to deliver actionable insights. Responsibilities include designing Excel pipelines, collaborating with stakeholders, and presenting findings to senior leadership. Experience with Google Cloud is a strong plus. Knowledge of R and modern Spark / PySpark tools preferred. Familiarity with Azure and ability to communicate complex data clearly is essential.",Python|SQL|Excel|Google Cloud|R|Data Visualization|Communication,7
